chr 3	197900766	197900789
chr 3	197900772	197900795
chr 3	197900778	197900801
chr 3	197900784	197900807
chr 3	197900790	197900813
chr 3	197900796	197900819
chr 3	197900929	197900952
chr 3	197900935	197900958
chr 3	197900941	197900964
chr 3	197901310	197901333
chr 3	197900130	197900152
chr 3	197901350	197901372
chr 3	159412042	159412021
chr 3	197900526	197900547
chr 3	123153700	123153677
chr 3	197900171	197900194
chr 3	197900293	197900316
chr 3	197900299	197900322
chr 3	197900305	197900328
chr 3	197900329	197900352
chr 3	197900505	197900528
chr 3	197900865	197900888
chr 3	197901010	197901033
chr 3	197901298	197901321
chr 3	197901304	197901327
chr 3	197901356	197901379
chr 3	197901374	197901397
chr 3	197899893	197899913
chr 3	197900502	197900522
chr 3	197900702	197900722
chr 3	197900862	197900882
chr 3	197900926	197900946
chr 3	197901007	197901027
chr 4	10025	10002
chr 4	10031	10008
chr 4	10086	10063
chr 4	10092	10069
chr 4	10098	10075
chr 4	10104	10081
chr 4	10110	10087
chr 4	10139	10116
chr 4	10145	10122
chr 4	10151	10128
chr 4	10157	10134
chr 4	10163	10140
chr 4	10193	10170
chr 4	6425629	6425652
chr 4	8349087	8349110
chr 4	191043728	191043751
chr 4	191043734	191043757
chr 4	191043881	191043904
chr 4	191043887	191043910
chr 4	191043893	191043916
chr 4	191043899	191043922
chr 4	191043905	191043928
chr 4	191043911	191043934
chr 4	191043917	191043940
chr 4	191043987	191044010
chr 4	191043993	191044016
chr 4	191043999	191044022
chr 4	191044005	191044028
chr 4	191044011	191044034
chr 4	191044017	191044040
chr 4	191044023	191044046
chr 4	191044054	191044077
chr 4	191044060	191044083
chr 4	191044066	191044089
chr 4	191044072	191044095
chr 4	191044099	191044122
chr 4	191044105	191044128
chr 4	191044111	191044134
chr 4	191044117	191044140
chr 4	191044123	191044146
chr 4	191044129	191044152
chr 4	191044135	191044158
chr 4	191044141	191044164
chr 4	191044170	191044193
chr 4	191044176	191044199
chr 4	191044182	191044205
chr 4	191044188	191044211
chr 4	191044194	191044217
chr 4	191044200	191044223
chr 4	191044206	191044229
chr 4	10036	10014
chr 4	10115	10093
chr 4	191043723	191043745
chr 4	191044165	191044187
chr 4	10187	10166
chr 4	10197	10176
chr 4	23326	23305
chr 4	6425635	6425656
chr 4	191024114	191024135
chr 4	191043833	191043854
chr 4	191044050	191044071
chr 4	10080	10057
chr 4	10169	10146
chr 4	10175	10152
chr 4	10181	10158
chr 4	698945	698922
chr 4	698976	698953
chr 4	698982	698959
chr 4	47206526	47206503
chr 4	191043608	191043631
chr 4	191043614	191043637
chr 4	191043825	191043848
chr 4	191043875	191043898
chr 4	191044029	191044052
chr 4	191044212	191044235
chr 4	191043984	191044004
chr 5	10027	10004
chr 5	10033	10010
chr 5	10039	10016
chr 5	10045	10022
chr 5	10051	10028
chr 5	10057	10034
chr 5	10063	10040
chr 5	10069	10046
chr 5	10075	10052
chr 5	10081	10058
chr 5	10087	10064
chr 5	10093	10070
chr 5	10099	10076
chr 5	10105	10082
chr 5	10111	10088
chr 5	10117	10094
chr 5	10123	10100
chr 5	10129	10106
chr 5	10135	10112
chr 5	10141	10118
chr 5	10147	10124
chr 5	10153	10130
chr 5	10159	10136
chr 5	10165	10142
chr 5	10171	10148
chr 5	10177	10154
chr 5	10183	10160
chr 5	10189	10166
chr 5	10195	10172
chr 5	10201	10178
chr 5	10207	10184
chr 5	10213	10190
chr 5	10219	10196
chr 5	10225	10202
chr 5	10231	10208
chr 5	10237	10214
chr 5	10243	10220
chr 5	10249	10226
chr 5	10255	10232
chr 5	10261	10238
chr 5	10267	10244
chr 5	10273	10250
chr 5	10279	10256
chr 5	10285	10262
chr 5	10291	10268
chr 5	10297	10274
chr 5	10303	10280
chr 5	10309	10286
chr 5	10315	10292
chr 5	10321	10298
chr 5	10327	10304
chr 5	10333	10310
chr 5	10339	10316
chr 5	10345	10322
chr 5	10351	10328
chr 5	10357	10334
chr 5	10363	10340
chr 5	10369	10346
chr 5	10375	10352
chr 5	10381	10358
chr 5	10387	10364
chr 5	10393	10370
chr 5	10399	10376
chr 5	10405	10382
chr 5	10411	10388
chr 5	10417	10394
chr 5	10423	10400
chr 5	10429	10406
chr 5	10435	10412
chr 5	10441	10418
chr 5	10447	10424
chr 5	10453	10430
chr 5	10459	10436
chr 5	10465	10442
chr 5	10471	10448
chr 5	10477	10454
chr 5	10507	10484
chr 5	10513	10490
chr 5	10519	10496
chr 5	10525	10502
chr 5	10531	10508
chr 5	10537	10514
chr 5	10543	10520
chr 5	10549	10526
chr 5	10555	10532
chr 5	10561	10538
chr 5	10567	10544
chr 5	10573	10550
chr 5	10579	10556
chr 5	10585	10562
chr 5	10591	10568
chr 5	10597	10574
chr 5	10603	10580
chr 5	10609	10586
chr 5	10615	10592
chr 5	10621	10598
chr 5	10627	10604
chr 5	10633	10610
chr 5	10639	10616
chr 5	10645	10622
chr 5	10651	10628
chr 5	10657	10634
chr 5	10663	10640
chr 5	10669	10646
chr 5	10675	10652
chr 5	10681	10658
chr 5	10687	10664
chr 5	10693	10670
chr 5	10699	10676
chr 5	10705	10682
chr 5	10711	10688
chr 5	10717	10694
chr 5	10723	10700
chr 5	10729	10706
chr 5	10735	10712
chr 5	10741	10718
chr 5	10747	10724
chr 5	10753	10730
chr 5	10759	10736
chr 5	10765	10742
chr 5	10771	10748
chr 5	10777	10754
chr 5	10783	10760
chr 5	10789	10766
chr 5	10795	10772
chr 5	10801	10778
chr 5	10807	10784
chr 5	10813	10790
chr 5	10819	10796
chr 5	10825	10802
chr 5	10831	10808
chr 5	10837	10814
chr 5	10843	10820
chr 5	10849	10826
chr 5	10855	10832
chr 5	10861	10838
chr 5	10867	10844
chr 5	10873	10850
chr 5	10879	10856
chr 5	10885	10862
chr 5	10891	10868
chr 5	10897	10874
chr 5	10903	10880
chr 5	10909	10886
chr 5	10915	10892
chr 5	10921	10898
chr 5	10927	10904
chr 5	10933	10910
chr 5	10939	10916
chr 5	10945	10922
chr 5	10951	10928
chr 5	10957	10934
chr 5	10963	10940
chr 5	10969	10946
chr 5	10975	10952
chr 5	10981	10958
chr 5	10987	10964
chr 5	10993	10970
chr 5	10999	10976
chr 5	11005	10982
chr 5	11011	10988
chr 5	11017	10994
chr 5	11023	11000
chr 5	11029	11006
chr 5	11035	11012
chr 5	11041	11018
chr 5	11047	11024
chr 5	11053	11030
chr 5	11059	11036
chr 5	11065	11042
chr 5	11071	11048
chr 5	11077	11054
chr 5	11083	11060
chr 5	11089	11066
chr 5	11095	11072
chr 5	11101	11078
chr 5	11107	11084
chr 5	11113	11090
chr 5	11119	11096
chr 5	11125	11102
chr 5	11131	11108
chr 5	11137	11114
chr 5	11143	11120
chr 5	11149	11126
chr 5	11155	11132
chr 5	11161	11138
chr 5	11167	11144
chr 5	11173	11150
chr 5	11179	11156
chr 5	11185	11162
chr 5	11191	11168
chr 5	11197	11174
chr 5	11203	11180
chr 5	11209	11186
chr 5	11215	11192
chr 5	11221	11198
chr 5	11227	11204
chr 5	11233	11210
chr 5	11239	11216
chr 5	11245	11222
chr 5	11251	11228
chr 5	11257	11234
chr 5	11263	11240
chr 5	11269	11246
chr 5	11275	11252
chr 5	11281	11258
chr 5	11287	11264
chr 5	11293	11270
chr 5	11299	11276
chr 5	11305	11282
chr 5	11311	11288
chr 5	11317	11294
chr 5	11323	11300
chr 5	11329	11306
chr 5	11335	11312
chr 5	11341	11318
chr 5	11347	11324
chr 5	11353	11330
chr 5	11359	11336
chr 5	11365	11342
chr 5	11371	11348
chr 5	11377	11354
chr 5	11383	11360
chr 5	11389	11366
chr 5	11395	11372
chr 5	11401	11378
chr 5	11407	11384
chr 5	11413	11390
chr 5	11419	11396
chr 5	11425	11402
chr 5	11431	11408
chr 5	11437	11414
chr 5	11443	11420
chr 5	11449	11426
chr 5	11455	11432
chr 5	11461	11438
chr 5	11467	11444
chr 5	11473	11450
chr 5	11479	11456
chr 5	11485	11462
chr 5	11491	11468
chr 5	11497	11474
chr 5	11503	11480
chr 5	11509	11486
chr 5	11515	11492
chr 5	11521	11498
chr 5	11527	11504
chr 5	11533	11510
chr 5	11539	11516
chr 5	11545	11522
chr 5	11551	11528
chr 5	11557	11534
chr 5	11563	11540
chr 5	11569	11546
chr 5	11575	11552
chr 5	11581	11558
chr 5	11606	11583
chr 5	11612	11589
chr 5	11618	11595
chr 5	11624	11601
chr 5	11630	11607
chr 5	11636	11613
chr 5	11642	11619
chr 5	11648	11625
chr 5	11654	11631
chr 5	11660	11637
chr 5	11666	11643
chr 5	11672	11649
chr 5	11678	11655
chr 5	11684	11661
chr 5	11690	11667
chr 5	11696	11673
chr 5	11702	11679
chr 5	11708	11685
chr 5	11714	11691
chr 5	11720	11697
chr 5	11726	11703
chr 5	11732	11709
chr 5	11738	11715
chr 5	11744	11721
chr 5	11750	11727
chr 5	11756	11733
chr 5	11762	11739
chr 5	11768	11745
chr 5	11774	11751
chr 5	11780	11757
chr 5	40729071	40729094
chr 5	10501	10479
chr 5	40729066	40729088
chr 5	82811973	82811951
chr 5	16348211	16348232
chr 5	151219208	151219229
chr 5	10483	10460
chr 5	10489	10466
chr 5	10495	10472
chr 5	82811962	82811939
chr 5	82811968	82811945
chr 5	10021	10001
chr 5	11783	11763
chr 5	1154311	1154291
chr 5	166368112	166368132
chr 6	147896	147873
chr 6	147902	147879
chr 6	147908	147885
chr 6	147933	147910
chr 6	38912771	38912748
chr 6	38912777	38912754
chr 6	38912783	38912760
chr 6	147986	147965
chr 6	1115026	1115005
chr 6	147663	147640
chr 6	1115014	1114991
chr 6	1115020	1114997
chr 6	38912765	38912742
chr 6	38912789	38912766
chr 6	135875557	135875534
chr 6	147890	147870
chr 6	147936	147916
chr 6	168171515	168171535
chr 7	10028	10005
chr 7	10034	10011
chr 7	10040	10017
chr 7	10046	10023
chr 7	10052	10029
chr 7	10058	10035
chr 7	10064	10041
chr 7	10070	10047
chr 7	10076	10053
chr 7	10082	10059
chr 7	10109	10086
chr 7	10115	10092
chr 7	10166	10143
chr 7	10172	10149
chr 7	10214	10191
chr 7	10220	10197
chr 7	10226	10203
chr 7	10232	10209
chr 7	10238	10215
chr 7	16470	16447
chr 7	173855	173878
chr 7	173861	173884
chr 7	152595089	152595066
chr 7	152595095	152595072
chr 7	152595101	152595078
chr 7	152595107	152595084
chr 7	152595113	152595090
chr 7	159128579	159128602
chr 7	159128585	159128608
chr 7	159128591	159128614
chr 7	159128597	159128620
chr 7	159128603	159128626
chr 7	159128609	159128632
chr 7	159128615	159128638
chr 7	159128640	159128663
chr 7	10139	10117
chr 7	16464	16442
chr 7	1228307	1228285
chr 7	10022	10001
chr 7	16986	16965
chr 7	41021986	41022007
chr 7	10121	10098
chr 7	10127	10104
chr 7	10133	10110
chr 7	16427	16404
chr 7	16452	16429
chr 7	16458	16435
chr 7	16982	16959
chr 7	1228313	1228290
chr 7	155978722	155978699
chr 7	10241	10221
chr 7	16405	16385
chr 7	16473	16453
chr 7	152595116	152595096
chr 7	159128576	159128596
chr 8	155467	155444
chr 8	155461	155439
chr 8	35465394	35465372
chr 8	155291	155268
chr 8	155736	155713
chr 8	37094196	37094173
chr 8	113722034	113722057
chr 8	155470	155450
chr 8	76901546	76901566
chr 9	10268	10245
chr 9	10274	10251
chr 9	2824050	2824073
chr 9	2824056	2824079
chr 9	71880208	71880185
chr 9	130916555	130916578
chr 9	130916561	130916584
chr 9	132927655	132927632
chr 9	141023533	141023556
chr 9	141054292	141054315
chr 9	141054298	141054321
chr 9	2824045	2824067
chr 9	71880176	71880154
chr 9	130916550	130916572
chr 9	137102251	137102229
chr 9	141127795	141127817
chr 9	137102246	137102225
chr 9	141023539	141023560
chr 9	141127099	141127120
chr 9	71880214	71880191
chr 9	71880220	71880197
chr 9	141023515	141023538
chr 9	141023521	141023544
chr 9	141023527	141023550
chr 9	141054286	141054309
chr 9	141054304	141054327
chr 9	141127103	141127126
chr 9	141127365	141127388
chr 9	141127801	141127824
chr 9	10021	10001
chr 9	10024	10004
chr 9	10075	10055
chr 9	10098	10078
chr 9	10232	10212
chr 9	10277	10257
chr 9	10362	10342
chr 9	13958250	13958230
chr 9	71880179	71880159
chr 9	130916567	130916587
chr 9	141127792	141127812
chr 9	141127835	141127855
chr 10	3986220	3986197
chr 10	4111407	4111384
chr 10	47667383	47667360
chr 10	135502756	135502779
chr 10	135524470	135524493
chr 10	135524476	135524499
chr 10	135524482	135524505
chr 10	135524488	135524511
chr 10	3986214	3986192
chr 10	4111412	4111390
chr 10	8510491	8510469
chr 10	8510496	8510474
chr 10	47667377	47667355
chr 10	135502960	135502982
chr 10	135380357	135380378
chr 10	135524672	135524693
chr 10	110242	110219
chr 10	110248	110225
chr 10	110297	110274
chr 10	3986226	3986203
chr 10	3986232	3986209
chr 10	3986238	3986215
chr 10	4111333	4111310
chr 10	80635017	80635040
chr 10	135502720	135502743
chr 10	135502750	135502773
chr 10	135502904	135502927
chr 10	135502910	135502933
chr 10	135524664	135524687
chr 10	135524676	135524699
chr 10	135524682	135524705
chr 10	135524688	135524711
chr 10	135524700	135524723
chr 10	135524706	135524729
chr 10	135524718	135524741
chr 10	135524724	135524747
chr 10	8510448	8510428
chr 10	47642559	47642539
chr 10	47666913	47666933
chr 10	135524467	135524487
chr 11	175595	175572
chr 11	175773	175750
chr 11	175779	175756
chr 11	175883	175860
chr 11	191848	191825
chr 11	191854	191831
chr 11	191886	191863
chr 11	1867063	1867086
chr 11	134946459	134946482
chr 11	134946465	134946488
chr 11	134946471	134946494
chr 11	134946477	134946500
chr 11	134946483	134946506
chr 11	134946489	134946512
chr 11	175406	175384
chr 11	175589	175567
chr 11	175600	175578
chr 11	10686696	10686674
chr 11	87636290	87636312
chr 11	129573442	129573464
chr 11	129573447	129573469
chr 11	175565	175544
chr 11	175767	175746
chr 11	175877	175856
chr 11	176000	175979
chr 11	176542	176521
chr 11	10686700	10686679
chr 11	25547771	25547750
chr 11	80597957	80597936
chr 11	124403499	124403520
chr 11	134946495	134946516
chr 11	175378	175355
chr 11	175535	175512
chr 11	175571	175548
chr 11	175577	175554
chr 11	175583	175560
chr 11	175743	175720
chr 11	175755	175732
chr 11	175761	175738
chr 11	175847	175824
chr 11	175942	175919
chr 11	175996	175973
chr 11	176538	176515
chr 11	62795683	62795706
chr 11	62795689	62795712
chr 11	62795695	62795718
chr 11	80597951	80597928
chr 11	175782	175762
chr 11	175886	175866
chr 11	191857	191837
chr 11	191889	191869
chr 11	62795701	62795721
chr 12	95189	95212
chr 12	95195	95218
chr 12	95254	95277
chr 12	95316	95339
chr 12	95345	95368
chr 12	95393	95416
chr 12	95436	95459
chr 12	95466	95489
chr 12	95472	95495
chr 12	95478	95501
chr 12	95484	95507
chr 12	95490	95513
chr 12	95496	95519
chr 12	95502	95525
chr 12	95508	95531
chr 12	95514	95537
chr 12	95520	95543
chr 12	95598	95621
chr 12	95628	95651
chr 12	95634	95657
chr 12	95640	95663
chr 12	95646	95669
chr 12	95652	95675
chr 12	95658	95681
chr 12	95664	95687
chr 12	95670	95693
chr 12	95676	95699
chr 12	95682	95705
chr 12	95688	95711
chr 12	95694	95717
chr 12	95700	95723
chr 12	95706	95729
chr 12	95712	95735
chr 12	217281	217258
chr 12	217287	217264
chr 12	22394009	22393986
chr 12	133841526	133841549
chr 12	133841532	133841555
chr 12	133841538	133841561
chr 12	133841544	133841567
chr 12	133841550	133841573
chr 12	133841556	133841579
chr 12	133841562	133841585
chr 12	133841568	133841591
chr 12	133841574	133841597
chr 12	133841580	133841603
chr 12	133841586	133841609
chr 12	133841592	133841615
chr 12	133841598	133841621
chr 12	133841604	133841627
chr 12	133841610	133841633
chr 12	133841616	133841639
chr 12	133841622	133841645
chr 12	133841628	133841651
chr 12	133841634	133841657
chr 12	133841640	133841663
chr 12	133841646	133841669
chr 12	133841652	133841675
chr 12	133841658	133841681
chr 12	133841664	133841687
chr 12	133841670	133841693
chr 12	133841676	133841699
chr 12	133841682	133841705
chr 12	133841688	133841711
chr 12	133841694	133841717
chr 12	133841700	133841723
chr 12	133841706	133841729
chr 12	133841712	133841735
chr 12	133841718	133841741
chr 12	133841724	133841747
chr 12	133841730	133841753
chr 12	133841736	133841759
chr 12	133841742	133841765
chr 12	133841748	133841771
chr 12	133841754	133841777
chr 12	133841760	133841783
chr 12	133841766	133841789
chr 12	133841772	133841795
chr 12	133841778	133841801
chr 12	133841784	133841807
chr 12	133841790	133841813
chr 12	133841796	133841819
chr 12	133841802	133841825
chr 12	133841808	133841831
chr 12	133841814	133841837
chr 12	133841820	133841843
chr 12	133841826	133841849
chr 12	133841832	133841855
chr 12	133841838	133841861
chr 12	133841844	133841867
chr 12	133841850	133841873
chr 12	133841856	133841879
chr 12	133841862	133841885
chr 12	133841868	133841891
chr 12	95278	95300
chr 12	95340	95362
chr 12	95369	95391
chr 12	95461	95483
chr 12	95593	95615
chr 12	217292	217270
chr 12	88448566	88448588
chr 12	95155	95176
chr 12	95718	95739
chr 12	133841522	133841543
chr 12	133841874	133841895
chr 12	95159	95182
chr 12	95183	95206
chr 12	95248	95271
chr 12	95399	95422
chr 12	95430	95453
chr 12	95442	95465
chr 12	95448	95471
chr 12	95454	95477
chr 12	95604	95627
chr 12	95610	95633
chr 12	95616	95639
chr 12	95622	95645
chr 12	22394003	22393980
chr 12	95313	95333
chr 12	95390	95410
chr 13	114979520	114979498
chr 13	114979524	114979503
chr 13	82281214	82281191
chr 13	94944531	94944511
chr 14	19349409	19349432
chr 15	42243228	42243205
chr 15	42243234	42243211
chr 15	80755816	80755839
chr 15	102521097	102521120
chr 15	102521103	102521126
chr 15	102521109	102521132
chr 15	102521136	102521159
chr 15	102521163	102521186
chr 15	102521169	102521192
chr 15	102521175	102521198
chr 15	102521246	102521269
chr 15	102521252	102521275
chr 15	102521258	102521281
chr 15	102521264	102521287
chr 15	102521270	102521293
chr 15	102521299	102521322
chr 15	102521305	102521328
chr 15	102521311	102521334
chr 15	102521317	102521340
chr 15	102521323	102521346
chr 15	102521329	102521352
chr 15	102521335	102521358
chr 15	102521341	102521364
chr 15	102521366	102521389
chr 15	102521294	102521316
chr 15	22520717	22520696
chr 15	42243222	42243201
chr 15	80755822	80755843
chr 15	22520804	22520781
chr 15	102521234	102521257
chr 15	102521240	102521263
chr 15	80755813	80755833
chr 15	102521094	102521114
chr 15	102521372	102521392
chr 16	60027	60004
chr 16	60033	60010
chr 16	25771446	25771423
chr 16	25771452	25771429
chr 16	75368122	75368099
chr 16	75368128	75368105
chr 16	75368134	75368111
chr 16	90188728	90188751
chr 16	87558572	87558594
chr 16	90188734	90188756
chr 16	25771476	25771455
chr 16	75368138	75368117
chr 16	76150979	76150958
chr 16	76150983	76150962
chr 16	90188062	90188083
chr 16	25771458	25771435
chr 16	25771464	25771441
chr 16	25771470	25771447
chr 16	76175719	76175696
chr 16	81956802	81956779
chr 16	87558080	87558103
chr 16	87558180	87558203
chr 16	87558578	87558601
chr 16	88946659	88946636
chr 16	88946665	88946642
chr 16	90188066	90188089
chr 16	90188328	90188351
chr 16	90188740	90188763
chr 16	90188746	90188769
chr 16	90188771	90188794
chr 16	60021	60001
chr 16	90188725	90188745
chr 16	90188793	90188813
chr 17	81194994	81195017
chr 17	81195000	81195023
chr 17	81195006	81195029
chr 17	81195126	81195149
chr 17	81195132	81195155
chr 17	81195138	81195161
chr 17	81195012	81195034
chr 17	81195120	81195143
chr 17	78035676	78035656
chr 18	10049	10026
chr 18	10055	10032
chr 18	10061	10038
chr 18	10067	10044
chr 18	10073	10050
chr 18	10119	10096
chr 18	10125	10102
chr 18	10131	10108
chr 18	10137	10114
chr 18	10143	10120
chr 18	10187	10164
chr 18	10193	10170
chr 18	10199	10176
chr 18	10205	10182
chr 18	10266	10243
chr 18	10272	10249
chr 18	10278	10255
chr 18	10284	10261
chr 18	10329	10306
chr 18	10436	10413
chr 18	10486	10463
chr 18	10492	10469
chr 18	10498	10475
chr 18	10504	10481
chr 18	10549	10526
chr 18	63712	63689
chr 18	105558	105535
chr 18	78016297	78016320
chr 18	78016303	78016326
chr 18	10078	10056
chr 18	10289	10267
chr 18	10359	10337
chr 18	10509	10487
chr 18	10579	10557
chr 18	105241	105219
chr 18	105265	105243
chr 18	105324	105302
chr 18	105360	105338
chr 18	10022	10001
chr 18	10147	10126
chr 18	10333	10312
chr 18	10553	10532
chr 18	10625	10604
chr 18	78016293	78016314
chr 18	10181	10158
chr 18	10211	10188
chr 18	10354	10331
chr 18	10574	10551
chr 18	10621	10598
chr 18	63718	63695
chr 18	63724	63701
chr 18	63749	63726
chr 18	63767	63744
chr 18	63834	63811
chr 18	63904	63881
chr 18	94684	94661
chr 18	94690	94667
chr 18	98775	98752
chr 18	98793	98770
chr 18	105247	105224
chr 18	105253	105230
chr 18	105259	105236
chr 18	105271	105248
chr 18	105318	105295
chr 18	105330	105307
chr 18	105564	105541
chr 18	63690	63670
chr 19	59098024	59098047
chr 19	59098053	59098076
chr 19	59118904	59118927
chr 19	59118910	59118933
chr 19	59118916	59118939
chr 19	59118922	59118945
chr 19	59118928	59118951
chr 19	59118934	59118957
chr 19	59118940	59118963
chr 19	59118946	59118969
chr 19	59118952	59118975
chr 19	59118958	59118981
chr 19	59098019	59098041
chr 19	59098048	59098070
chr 19	245716	245693
chr 19	246002	245979
chr 19	38129415	38129438
chr 19	3152580	3152560
chr 19	59118869	59118889
chr 20	62918144	62918167
chr 20	62918150	62918173
chr 20	62918156	62918179
chr 20	62918403	62918426
chr 20	62918495	62918518
chr 20	62918501	62918524
chr 20	62918507	62918530
chr 20	62918536	62918559
chr 20	62918611	62918634
chr 20	62918665	62918688
chr 20	62918671	62918694
chr 20	62918677	62918700
chr 20	62918683	62918706
chr 20	62918689	62918712
chr 20	62918721	62918744
chr 20	62918752	62918775
chr 20	33051238	33051260
chr 20	62918531	62918553
chr 20	62918617	62918639
chr 20	62918053	62918074
chr 20	10172186	10172209
chr 20	10172192	10172215
chr 20	43942025	43942002
chr 20	62918089	62918112
chr 20	62918253	62918276
chr 20	62918379	62918402
chr 20	62918385	62918408
chr 20	62918391	62918414
chr 20	62918397	62918420
chr 20	62918452	62918475
chr 20	62918568	62918591
chr 20	62918640	62918663
chr 20	62918790	62918813
chr 20	62918959	62918982
chr 20	62918115	62918135
chr 20	62918250	62918270
chr 20	62918376	62918396
chr 20	62918449	62918469
chr 20	62918492	62918512
chr 20	62918565	62918585
chr 20	62918608	62918628
chr 20	62918662	62918682
chr 20	62918718	62918738
chr 20	62918727	62918747
chr 21	36085169	36085146
chr 21	36085175	36085152
chr 21	36085181	36085158
chr 21	36085187	36085164
chr 21	39208131	39208108
chr 21	39208137	39208114
chr 21	48119789	48119812
chr 21	48119795	48119818
chr 21	48119801	48119824
chr 21	48119807	48119830
chr 21	48119813	48119836
chr 21	48119819	48119842
chr 21	48119825	48119848
chr 21	48119831	48119854
chr 21	48119837	48119860
chr 21	48119843	48119866
chr 21	48119872	48119895
chr 21	39208141	39208120
chr 21	36085193	36085170
chr 21	45851854	45851831
chr 21	15915199	15915219
chr 21	48119786	48119806
chr 21	48119869	48119889
chr 22	16477981	16477958
chr 22	43261841	43261818
chr 22	43261847	43261824
chr 22	51224769	51224791
chr 22	31513304	31513283
chr 22	45022404	45022427
chr 22	45022410	45022433
chr 22	45022416	45022439
chr 22	45022422	45022445
chr 22	45022428	45022451
chr 22	49667668	49667645
chr 22	51224775	51224798
chr 22	51224766	51224786
chr X	60028	60005
chr X	60034	60011
chr X	50749084	50749061
